"ThetaMin","ThetaMax","PhiMin","PhiMax","P1_Q1_index","P2_Q2_index","P3_Q3_index","T_r"
1044,1062,15678,15696,4,41,70,736
1044,1056,15690,15702,4,41,70,736
1044,1056,15696,15714,33,41,63,735
1050,1062,15690,15702,4,41,70,736
1050,1062,15696,15708,4,41,70,735
1050,1062,15702,15714,33,41,63,735
1050,1062,15696,15708,4,41,70,735
1050,1062,15702,15714,33,41,63,735
1056,1080,15678,15696,4,63,70,735
1056,1080,15690,15714,4,63,70,734
1074,1110,15654,15684,4,63,70,736
1074,1110,15678,15714,4,63,70,734
1104,1176,15606,15660,4,63,70,735
1104,1176,15654,15714,4,63,70,732
1170,1308,15510,15612,4,63,70,735
1170,1308,15606,15714,4,63,70,728
1302,1440,15318,15420,4,63,70,746
1302,1440,15414,15516,4,63,70,740
1434,1572,15318,15420,4,79,70,746
1434,1572,15414,15516,4,63,70,740
1302,1572,15510,15714,4,63,86,721
1566,1704,14928,15030,4,79,70,770
1566,1704,15024,15126,4,79,70,764
1698,1836,14928,15030,4,79,70,770
1698,1836,15024,15126,4,79,70,764
1566,1704,15120,15222,4,79,70,758
1566,1704,15216,15324,4,79,70,752
1698,1836,15120,15222,4,79,70,758
1698,1836,15216,15324,4,79,86,752
1830,2100,14928,15126,18,79,86,757
1830,2100,15120,15324,18,79,86,745
1566,1704,15318,15420,4,79,70,746
1566,1704,15414,15516,4,79,86,739
1698,1836,15318,15420,4,79,86,745
1698,1836,15414,15516,4,79,86,739
1566,1704,15510,15612,4,79,86,733
1566,1704,15606,15714,4,79,86,727
1698,1836,15510,15612,4,79,86,733
1698,1836,15606,15714,4,79,86,726
1830,1968,15318,15420,4,79,86,745
1830,1968,15414,15516,4,79,86,739
1962,2100,15318,15420,4,79,86,745
1962,2100,15414,15516,4,79,86,739
1830,1968,15510,15612,4,79,86,733
1830,1968,15606,15714,4,79,86,726
1962,2100,15510,15612,4,79,86,733
1962,2100,15606,15714,4,79,86,726
2094,2358,12594,12792,5,79,70,879
2094,2226,12786,12888,5,79,53,882
2094,2226,12882,12984,18,79,53,878
2220,2358,12786,12888,5,79,53,881
2220,2358,12882,12984,5,79,53,877
2352,2622,12594,12792,5,79,70,878
2352,2622,12786,12984,5,79,70,870
2094,2226,12978,13080,18,79,53,873
2094,2226,13074,13176,18,79,53,869
2220,2358,12978,13080,18,79,53,873
2220,2358,13074,13176,18,79,53,869
2094,2226,13170,13272,18,79,50,865
2094,2226,13266,13374,18,79,50,860
2220,2358,13170,13272,18,79,56,864
2220,2358,13266,13374,18,79,50,860
2352,2490,12978,13080,5,79,56,873
2352,2424,13074,13128,5,79,53,874
2352,2424,13122,13176,18,79,53,872
2418,2490,13074,13128,5,64,18,874
2418,2490,13122,13176,5,79,53,872
2484,2622,12978,13080,5,64,56,873
2484,2622,13074,13176,5,79,56,869
2352,2424,13170,13224,18,79,53,870
2352,2424,13218,13272,18,79,53,868
2418,2490,13170,13224,5,79,53,870
2418,2490,13218,13272,18,79,53,868
2352,2490,13266,13374,18,79,56,860
2484,2556,13170,13224,5,64,18,870
2484,2556,13218,13272,5,79,53,868
2550,2622,13170,13224,5,64,53,870
2550,2622,13218,13272,5,64,53,868
2484,2556,13266,13320,18,79,53,866
2484,2556,13314,13374,18,79,53,863
2550,2622,13266,13320,5,64,53,866
2550,2622,13314,13374,18,79,53,863
2616,2886,12594,12792,5,64,70,879
2616,2754,12786,12888,5,64,56,882
2616,2754,12882,12984,5,64,56,878
2748,2886,12786,12888,5,64,56,882
2748,2886,12882,12984,5,64,56,878
2880,3150,12594,12792,5,64,56,879
2880,3150,12786,12984,5,64,56,871
2616,2754,12978,13080,5,64,56,873
2616,2754,13074,13176,5,64,56,869
2748,2886,12978,13080,5,64,56,874
2748,2886,13074,13176,5,64,56,869
2616,2754,13170,13272,5,64,56,865
2616,2754,13266,13374,5,79,56,860
2748,2886,13170,13272,5,64,56,865
2748,2886,13266,13374,5,64,56,860
2880,3150,12978,13176,5,64,56,863
2880,3018,13170,13272,5,64,56,865
2880,3018,13266,13374,5,64,56,861
3012,3150,13170,13272,5,64,34,866
3012,3150,13266,13374,5,64,34,861
2094,2226,13368,13470,18,79,50,855
2094,2226,13464,13566,18,79,50,850
2220,2358,13368,13470,18,79,50,855
2220,2358,13464,13566,18,79,50,850
2094,2358,13560,13764,18,79,50,834
2352,2490,13368,13470,18,79,50,855
2352,2490,13464,13566,18,79,50,850
2484,2556,13368,13422,18,79,50,861
2484,2556,13416,13470,18,79,50,859
2550,2622,13368,13422,18,79,53,861
2550,2622,13416,13470,18,79,50,859
2484,2556,13464,13518,18,79,50,856
2484,2556,13512,13566,18,79,50,854
2550,2622,13464,13518,18,79,50,856
2550,2622,13512,13566,18,79,50,854
2352,2490,13560,13662,18,79,50,846
2352,2490,13656,13764,18,79,50,841
2484,2622,13560,13662,18,79,50,846
2484,2622,13656,13764,18,79,50,841
2094,2358,13758,13956,18,79,50,824
2094,2358,13950,14154,18,79,50,814
2352,2490,13758,13860,18,79,50,836
2352,2490,13854,13956,18,79,50,831
2484,2622,13758,13860,18,79,50,836
2484,2622,13854,13956,18,79,50,831
2352,2490,13950,14052,18,79,50,825
2352,2490,14046,14154,18,79,50,820
2484,2622,13950,14052,18,79,50,826
2484,2622,14046,14154,18,79,50,820
2616,2652,13368,13398,18,79,53,864
2616,2652,13392,13422,18,79,53,863
2646,2688,13368,13398,5,64,18,864
2646,2688,13392,13422,18,79,53,863
2616,2652,13416,13446,18,79,53,862
2616,2652,13440,13470,18,79,50,861
2646,2688,13416,13446,18,79,53,861
2646,2688,13440,13470,18,79,53,860
2682,2754,13368,13422,5,64,56,861
2682,2718,13416,13446,5,64,18,862
2682,2718,13440,13470,18,79,53,861
2712,2754,13416,13446,5,64,53,862
2712,2754,13440,13470,5,64,53,860
2616,2688,13464,13518,18,79,56,856
2616,2688,13512,13566,18,79,50,854
2682,2718,13464,13494,18,79,53,860
2682,2718,13488,13518,18,79,50,858
2712,2736,13464,13482,18,79,53,861
2712,2736,13476,13494,18,79,53,860
2730,2754,13464,13482,5,64,18,861
2730,2754,13476,13494,18,79,53,860
2712,2736,13488,13506,18,79,53,860
2712,2736,13500,13518,18,79,53,859
2730,2754,13488,13506,18,79,53,860
2730,2754,13500,13518,18,79,53,859
2682,2718,13512,13542,18,79,50,857
2682,2718,13536,13566,18,79,50,856
2712,2754,13512,13542,18,79,56,857
2712,2754,13536,13566,18,79,50,856
2748,2886,13368,13470,5,64,56,856
2748,2784,13464,13494,5,64,56,860
2748,2766,13488,13506,5,64,18,860
2748,2766,13500,13518,18,79,53,860
2760,2784,13488,13506,5,64,53,860
2760,2772,13500,13512,5,64,18,860
2760,2772,13506,13518,5,64,18,860
2766,2784,13500,13512,5,64,18,860
2766,2784,13506,13518,5,64,18,860
2778,2820,13464,13494,5,64,56,859
2778,2820,13488,13518,5,64,56,858
2748,2766,13512,13530,18,79,53,859
2748,2766,13524,13542,18,79,53,858
2760,2784,13512,13530,18,79,53,859
2760,2784,13524,13542,18,79,53,858
2748,2766,13536,13554,18,79,50,858
2748,2766,13548,13566,18,79,50,857
2760,2784,13536,13554,18,79,53,857
2760,2784,13548,13566,18,79,50,857
2778,2802,13512,13530,5,64,53,859
2778,2790,13524,13536,18,79,53,859
2778,2790,13530,13542,18,79,53,859
2784,2802,13524,13536,5,64,53,859
2784,2796,13530,13542,18,26,53,859
2784,2796,13530,13542,18,26,53,859
2790,2802,13530,13542,5,26,53,859
2790,2802,13530,13542,5,26,53,859
2796,2820,13512,13530,5,64,56,859
2796,2820,13524,13542,5,64,56,858
2778,2790,13536,13548,18,26,53,858
2778,2790,13542,13554,18,26,53,858
2784,2802,13536,13548,18,79,53,858
2784,2802,13542,13554,18,26,53,858
2778,2790,13548,13560,18,26,50,858
2778,2790,13554,13566,18,26,50,858
2784,2802,13548,13560,18,26,53,857
2784,2802,13554,13566,18,26,53,857
2796,2820,13536,13554,26,56,86,858
2796,2820,13548,13566,26,56,86,857
2814,2886,13464,13518,5,64,56,857
2814,2850,13512,13542,5,64,56,858
2814,2850,13536,13566,26,56,86,856
2844,2886,13512,13542,5,26,56,857
2844,2886,13536,13566,5,26,56,856
2616,2688,13560,13614,18,79,50,852
2616,2688,13608,13662,18,79,50,849
2682,2718,13560,13590,18,79,50,855
2682,2718,13584,13614,18,79,50,854
2712,2754,13560,13590,18,79,50,855
2712,2754,13584,13614,18,79,50,853
2682,2754,13608,13662,18,79,50,850
2616,2688,13656,13710,18,79,50,847
2616,2688,13704,13764,18,79,50,844
2682,2754,13656,13710,18,79,50,847
2682,2754,13704,13764,18,79,50,845
2748,2784,13560,13590,18,79,50,855
2748,2784,13584,13614,18,79,50,854
2778,2802,13560,13578,18,79,50,856
2778,2802,13572,13590,18,26,50,856
2796,2820,13560,13578,26,56,86,856
2796,2820,13572,13590,26,56,86,856
2778,2802,13584,13602,18,26,50,855
2778,2802,13596,13614,18,26,50,855
2796,2820,13584,13602,26,50,86,855
2796,2820,13596,13614,18,26,50,855
2748,2784,13608,13638,18,79,50,853
2748,2784,13632,13662,18,79,50,852
2778,2802,13608,13626,18,26,50,854
2778,2802,13620,13638,18,26,50,853
2796,2820,13608,13626,18,26,50,854
2796,2820,13620,13638,18,26,50,853
2778,2820,13632,13662,26,50,86,851
2814,2850,13560,13590,26,56,86,855
2814,2850,13584,13614,26,56,86,854
2844,2886,13560,13590,26,56,86,855
2844,2886,13584,13614,26,56,86,854
2814,2850,13608,13638,26,50,86,853
2814,2850,13632,13662,26,50,86,852
2844,2886,13608,13638,26,56,86,853
2844,2886,13632,13662,26,50,86,851
2748,2784,13656,13686,18,79,50,850
2748,2784,13680,13710,18,26,50,849
2778,2820,13656,13686,18,26,50,850
2778,2820,13680,13710,18,26,50,849
2748,2784,13704,13734,18,26,50,848
2748,2784,13728,13764,18,26,50,847
2778,2820,13704,13734,18,26,50,848
2778,2820,13728,13764,18,26,50,846
2814,2886,13656,13710,26,50,86,847
2814,2886,13704,13764,26,50,86,845
2880,3018,13368,13470,5,64,56,856
2880,3018,13464,13566,5,64,56,851
3012,3150,13368,13470,5,64,34,856
3012,3150,13464,13566,5,26,56,852
2880,2952,13560,13614,26,56,86,852
2880,2952,13608,13662,26,56,86,850
2946,3018,13560,13614,5,26,56,853
2946,3018,13608,13662,5,26,56,850
2880,2952,13656,13710,26,56,86,848
2880,2952,13704,13764,26,50,86,845
2946,3018,13656,13710,26,56,86,848
2946,3018,13704,13764,26,56,86,845
3012,3150,13560,13662,5,26,56,847
3012,3150,13656,13764,26,56,34,842
2616,2688,13758,13812,18,79,50,842
2616,2688,13806,13860,18,79,50,839
2682,2754,13758,13812,18,79,50,842
2682,2754,13806,13860,18,79,50,839
2616,2754,13854,13956,18,79,50,831
2748,2820,13758,13812,18,79,50,842
2748,2820,13806,13860,18,26,50,840
2814,2886,13758,13812,26,50,86,842
2814,2886,13806,13860,26,50,86,840
2748,2820,13854,13908,18,26,50,837
2748,2820,13902,13956,18,26,50,835
2814,2886,13854,13908,26,50,86,837
2814,2886,13902,13956,18,26,50,835
2616,2754,13950,14052,18,79,50,826
2616,2754,14046,14154,18,79,50,821
2748,2820,13950,14004,18,26,50,832
2748,2820,13998,14052,18,26,50,830
2814,2886,13950,14004,18,26,50,832
2814,2886,13998,14052,18,26,50,830
2748,2886,14046,14154,26,50,86,821
2880,3018,13758,13860,26,50,86,837
2880,3018,13854,13956,26,50,86,832
3012,3150,13758,13860,26,64,34,837
3012,3084,13854,13908,26,50,34,838
3012,3084,13902,13956,26,50,34,836
3078,3150,13854,13908,26,64,34,838
3078,3150,13902,13956,26,50,34,836
2880,3018,13950,14052,26,50,86,827
2880,3018,14046,14154,26,50,86,822
3012,3150,13950,14052,26,50,86,827
3012,3150,14046,14154,26,50,86,822
3144,3276,12594,12696,5,64,34,892
3144,3276,12690,12792,5,64,34,888
3270,3408,12594,12696,5,64,34,892
3270,3408,12690,12792,5,64,34,888
3144,3408,12786,12984,5,64,34,873
3402,3540,12594,12696,5,26,56,892
3402,3540,12690,12792,5,26,56,888
3534,3672,12594,12696,5,26,56,893
3534,3672,12690,12792,5,26,56,889
3402,3540,12786,12888,5,26,56,884
3402,3540,12882,12984,5,26,56,880
3534,3672,12786,12888,5,26,56,885
3534,3672,12882,12984,5,26,56,881
3144,3408,12978,13176,5,64,34,864
3144,3408,13170,13374,5,64,34,855
3402,3672,12978,13176,5,64,34,865
3402,3672,13170,13374,5,64,34,856
3666,3936,12594,12792,26,56,34,882
3666,3936,12786,12984,26,64,34,874
3930,4068,12594,12696,26,51,34,895
3930,4068,12690,12792,26,51,34,891
4062,4200,12594,12696,26,51,34,895
4062,4200,12690,12792,26,51,34,891
3930,4068,12786,12888,26,56,34,887
3930,4068,12882,12984,26,56,34,883
4062,4200,12786,12888,26,51,34,888
4062,4200,12882,12984,26,56,34,884
3666,3936,12978,13176,26,64,34,866
3666,3936,13170,13374,5,64,34,857
3930,4068,12978,13080,5,26,56,879
3930,4068,13074,13176,5,64,34,874
4062,4200,12978,13080,26,64,34,879
4062,4200,13074,13176,5,64,34,875
3930,4068,13170,13272,5,64,34,870
3930,4068,13266,13374,5,64,34,866
4062,4200,13170,13272,5,64,34,871
4062,4200,13266,13374,5,64,34,867
3144,3408,13368,13566,5,64,34,846
3144,3408,13560,13764,5,64,34,837
3402,3672,13368,13566,5,64,34,847
3402,3672,13560,13764,5,64,34,837
3144,3276,13758,13860,26,64,34,838
3144,3276,13854,13956,26,64,34,833
3270,3408,13758,13860,5,64,34,838
3270,3408,13854,13956,26,64,34,833
3144,3276,13950,14052,26,64,34,828
3144,3276,14046,14154,12,50,34,823
3270,3408,13950,14052,12,64,34,828
3270,3408,14046,14154,12,64,34,823
3402,3672,13758,13956,5,64,34,828
3402,3672,13950,14154,26,64,34,818
3666,3936,13368,13566,5,64,34,848
3666,3936,13560,13764,5,64,34,839
3930,4068,13368,13470,5,64,34,861
3930,4068,13464,13566,5,64,34,857
4062,4200,13368,13470,5,64,34,862
4062,4200,13464,13566,5,64,34,858
3930,4068,13560,13662,5,64,34,852
3930,4068,13656,13764,5,64,34,847
4062,4200,13560,13662,5,64,34,853
4062,4200,13656,13764,5,64,34,848
3666,3936,13758,13956,5,64,34,829
3666,3936,13950,14154,5,64,34,819
3930,4068,13758,13860,5,64,34,842
3930,4068,13854,13956,5,64,34,838
4062,4200,13758,13860,5,64,34,843
4062,4200,13854,13956,5,64,34,839
3930,4200,13950,14154,5,64,34,821
2094,2358,14148,14346,18,79,50,803
2094,2358,14340,14544,18,79,86,792
2352,2622,14148,14346,18,79,50,803
2352,2622,14340,14544,18,79,50,792
2094,2358,14538,14736,18,79,86,781
2094,2358,14730,14934,18,79,86,769
2352,2490,14538,14640,18,79,50,793
2352,2490,14634,14736,18,79,50,787
2484,2622,14538,14640,18,79,50,793
2484,2622,14634,14736,12,50,18,788
2352,2490,14730,14832,12,79,86,782
2352,2490,14826,14934,12,79,86,776
2484,2622,14730,14832,12,50,18,782
2484,2622,14826,14934,12,50,18,776
2616,2754,14148,14250,18,79,50,815
2616,2754,14244,14346,18,79,50,810
2748,2886,14148,14250,18,26,50,816
2748,2886,14244,14346,18,26,50,810
2616,2754,14340,14442,18,26,50,805
2616,2754,14436,14544,18,26,50,799
2748,2886,14340,14442,18,26,50,805
2748,2886,14436,14544,12,50,18,800
2880,3018,14148,14250,26,50,86,816
2880,3018,14244,14346,12,50,86,811
3012,3150,14148,14250,12,50,86,817
3012,3150,14244,14346,12,50,86,811
2880,3018,14340,14442,12,50,86,806
2880,3018,14436,14544,12,50,18,800
3012,3150,14340,14442,12,50,86,806
3012,3150,14436,14544,12,50,86,801
2616,2886,14538,14736,18,79,50,782
2616,2754,14730,14832,12,50,18,782
2616,2754,14826,14934,12,50,18,776
2748,2886,14730,14832,12,50,18,783
2748,2886,14826,14934,12,50,18,777
2880,3018,14538,14640,12,50,18,794
2880,3018,14634,14736,12,50,18,789
3012,3150,14538,14640,12,50,86,795
3012,3084,14634,14688,12,50,18,795
3012,3084,14682,14736,12,50,18,792
3078,3150,14634,14688,12,50,18,796
3078,3150,14682,14736,12,50,18,793
2880,3018,14730,14832,12,50,18,783
2880,3018,14826,14934,12,50,18,777
3012,3150,14730,14832,12,50,18,784
3012,3150,14826,14934,12,50,18,778
2094,2358,14928,15126,18,79,86,758
2094,2358,15120,15324,18,79,86,746
2352,2490,14928,15030,12,79,86,770
2352,2490,15024,15126,12,79,86,764
2484,2622,14928,15030,12,79,86,770
2484,2622,15024,15126,12,79,86,764
2352,2490,15120,15222,12,79,86,758
2352,2490,15216,15324,12,79,86,752
2484,2622,15120,15222,12,79,86,758
2484,2622,15216,15324,12,79,86,752
2094,2358,15318,15516,12,79,86,733
2094,2358,15510,15714,4,79,86,720
2352,2490,15318,15420,4,79,86,745
2352,2490,15414,15516,4,79,86,739
2484,2622,15318,15420,12,79,86,746
2484,2622,15414,15516,12,79,86,739
2352,2490,15510,15612,4,79,86,733
2352,2490,15606,15714,4,79,86,726
2484,2622,15510,15612,4,79,86,733
2484,2622,15606,15714,4,79,86,727
2616,2754,14928,15030,12,50,18,770
2616,2754,15024,15126,12,79,86,764
2748,2886,14928,15030,12,50,18,771
2748,2886,15024,15126,12,50,18,765
2616,2754,15120,15222,12,79,86,758
2616,2754,15216,15324,12,79,86,752
2748,2886,15120,15222,12,79,86,759
2748,2886,15216,15324,12,79,86,753
2880,3018,14928,15030,12,50,18,771
2880,3018,15024,15126,12,50,18,765
3012,3150,14928,15030,12,50,18,772
3012,3150,15024,15126,12,50,18,766
2880,3018,15120,15222,12,50,18,760
2880,2952,15216,15270,12,50,18,760
2880,2952,15264,15324,12,50,18,756
2946,3018,15216,15270,12,50,18,760
2946,3018,15264,15324,12,50,18,757
3012,3150,15120,15222,12,50,18,760
3012,3150,15216,15324,12,50,18,754
2616,2754,15318,15420,12,79,86,746
2616,2754,15414,15516,12,79,86,740
2748,2886,15318,15420,12,79,86,746
2748,2886,15414,15516,12,79,86,740
2616,2754,15510,15612,12,79,86,734
2616,2754,15606,15714,4,79,86,727
2748,2886,15510,15612,12,79,86,734
2748,2820,15606,15660,4,79,86,734
2748,2820,15654,15714,4,79,86,731
2814,2886,15606,15660,4,79,86,734
2814,2886,15654,15714,4,79,86,731
2880,2952,15318,15372,12,50,18,753
2880,2952,15366,15420,12,79,86,750
2946,3018,15318,15372,12,50,18,753
2946,3018,15366,15420,12,50,18,750
2880,2952,15414,15468,12,79,86,747
2880,2952,15462,15516,12,79,86,744
2946,3018,15414,15468,12,79,86,747
2946,3018,15462,15516,12,79,86,744
3012,3084,15318,15372,12,50,18,754
3012,3084,15366,15420,12,50,18,751
3078,3150,15318,15372,12,50,18,754
3078,3150,15366,15420,12,50,18,751
3012,3084,15414,15468,12,50,18,748
3012,3084,15462,15516,12,79,86,745
3078,3150,15414,15468,12,50,18,748
3078,3150,15462,15516,12,50,18,745
2880,2952,15510,15564,12,79,86,741
2880,2952,15558,15612,12,79,86,738
2946,3018,15510,15564,12,79,86,741
2946,3018,15558,15612,12,79,86,738
2880,2952,15606,15660,12,79,86,734
2880,2952,15654,15714,4,79,86,731
2946,3018,15606,15660,12,79,86,735
2946,3018,15654,15714,12,79,86,731
3012,3084,15510,15564,12,79,86,741
3012,3084,15558,15612,12,79,86,738
3078,3150,15510,15564,12,50,18,742
3078,3114,15558,15588,12,50,18,742
3078,3114,15582,15612,12,79,86,740
3108,3150,15558,15588,12,50,18,742
3108,3150,15582,15612,12,50,18,740
3012,3084,15606,15660,12,79,86,735
3012,3084,15654,15714,12,79,86,732
3078,3114,15606,15636,12,79,86,739
3078,3114,15630,15660,12,79,86,737
3108,3132,15606,15624,12,50,18,740
3108,3132,15618,15636,12,50,18,739
3126,3150,15606,15624,12,50,18,740
3126,3150,15618,15636,12,50,18,739
3108,3132,15630,15648,12,50,18,739
3108,3132,15642,15660,12,79,86,738
3126,3150,15630,15648,12,50,18,739
3126,3150,15642,15660,12,50,18,738
3078,3114,15654,15684,12,79,86,736
3078,3114,15678,15714,12,79,86,734
3108,3132,15654,15672,12,79,86,737
3108,3132,15666,15684,12,79,86,736
3126,3150,15654,15672,12,79,86,737
3126,3150,15666,15684,12,79,86,736
3108,3132,15678,15696,12,79,86,735
3108,3132,15690,15714,12,79,86,734
3126,3150,15678,15696,12,79,86,736
3126,3150,15690,15714,18,79,86,735
3144,3408,14148,14346,26,50,34,806
3144,3408,14340,14544,12,50,34,795
3402,3540,14148,14250,12,64,34,819
3402,3540,14244,14346,12,50,34,813
3534,3672,14148,14250,12,64,34,819
3534,3672,14244,14346,12,64,34,814
3402,3672,14340,14544,12,50,34,796
3144,3408,14538,14736,12,50,34,784
3144,3408,14730,14934,12,50,34,773
3402,3672,14538,14736,12,50,34,785
3402,3672,14730,14934,12,50,34,774
3666,3936,14148,14346,12,64,34,809
3666,3936,14340,14544,12,64,34,798
3930,4200,14148,14346,5,64,34,811
3930,4200,14340,14544,12,64,34,801
3666,3804,14538,14640,12,50,34,799
3666,3804,14634,14736,12,50,34,793
3798,3936,14538,14640,12,64,34,800
3798,3936,14634,14736,12,50,34,795
3666,3936,14730,14934,12,50,34,776
3930,4200,14538,14736,26,64,34,790
3930,4200,14730,14934,26,64,34,779
3144,3276,14928,15030,12,50,18,773
3144,3276,15024,15126,12,50,18,767
3270,3408,14928,15030,12,50,34,773
3270,3408,15024,15126,12,50,34,768
3144,3276,15120,15222,12,50,18,761
3144,3276,15216,15324,12,50,18,755
3270,3408,15120,15222,12,50,34,762
3270,3408,15216,15324,12,50,18,756
3402,3672,14928,15126,12,50,34,763
3402,3672,15120,15324,26,50,34,751
3144,3276,15318,15420,12,50,18,749
3144,3276,15414,15516,12,50,18,743
3270,3408,15318,15420,12,50,18,749
3270,3408,15414,15516,18,26,50,743
3144,3210,15510,15564,12,50,18,743
3144,3210,15558,15612,12,50,18,740
3204,3276,15510,15564,12,50,18,743
3204,3276,15558,15612,18,26,50,739
3144,3180,15606,15636,12,50,18,739
3144,3180,15630,15660,12,50,18,738
3174,3210,15606,15636,12,50,18,739
3174,3210,15630,15660,18,26,50,738
3144,3162,15654,15672,12,50,18,738
3144,3162,15666,15684,12,50,18,737
3156,3180,15654,15672,18,26,50,737
3156,3180,15666,15684,18,26,50,737
3144,3156,15678,15690,12,50,18,737
3144,3156,15684,15696,18,26,50,736
3150,3162,15678,15690,18,26,50,737
3150,3162,15684,15696,18,26,50,736
3144,3156,15690,15702,18,79,86,736
3144,3156,15696,15708,18,79,86,735
3144,3156,15702,15714,18,79,86,735
3144,3156,15696,15708,18,79,86,735
3144,3156,15702,15714,18,79,86,735
3150,3162,15690,15702,18,26,50,736
3150,3162,15696,15708,18,79,86,736
3150,3162,15702,15714,18,26,57,735
3150,3162,15696,15708,18,79,86,736
3150,3162,15702,15714,18,26,57,735
3156,3168,15678,15690,18,26,50,737
3156,3168,15684,15696,18,26,50,736
3162,3180,15678,15690,18,26,50,736
3162,3180,15684,15696,18,26,50,736
3156,3168,15690,15702,18,26,50,736
3156,3168,15696,15708,18,26,50,736
3156,3168,15702,15714,18,26,57,735
3156,3168,15696,15708,18,26,50,736
3156,3168,15702,15714,18,26,57,735
3162,3180,15690,15702,18,26,50,736
3162,3180,15696,15714,18,26,57,735
3174,3210,15654,15684,18,26,50,736
3174,3192,15678,15696,18,26,50,736
3174,3192,15690,15714,18,26,57,735
3186,3210,15678,15696,18,26,50,736
3186,3210,15690,15714,18,26,50,735
3204,3276,15606,15660,18,26,50,736
3204,3240,15654,15684,18,26,50,736
3204,3240,15678,15714,18,26,50,735
3234,3276,15654,15684,18,26,50,736
3234,3276,15678,15714,18,26,50,734
3270,3408,15510,15612,18,26,50,737
3270,3342,15606,15660,18,26,50,737
3270,3342,15654,15714,18,26,50,733
3336,3408,15606,15660,18,26,50,737
3336,3408,15654,15714,18,26,50,734
3402,3672,15318,15516,26,50,34,739
3402,3672,15510,15714,26,57,34,726
3666,3936,14928,15126,26,50,34,765
3666,3936,15120,15324,26,50,34,753
3930,4068,14928,15030,26,50,34,779
3930,4068,15024,15126,26,50,34,773
4062,4200,14928,15030,34,42,50,780
4062,4200,15024,15126,34,42,50,774
3930,4068,15120,15222,26,50,34,767
3930,4068,15216,15324,34,42,50,761
4062,4200,15120,15222,34,42,50,769
4062,4200,15216,15324,34,42,50,763
3666,3804,15318,15420,26,50,34,752
3666,3804,15414,15516,26,50,34,746
3798,3936,15318,15420,26,50,34,754
3798,3936,15414,15516,34,42,50,748
3666,3804,15510,15612,26,50,34,740
3666,3804,15606,15714,26,50,34,734
3798,3936,15510,15612,34,42,50,742
3798,3936,15606,15714,34,42,50,735
3930,4068,15318,15420,34,42,50,755
3930,4068,15414,15516,34,42,50,749
4062,4200,15318,15420,34,42,50,756
4062,4200,15414,15516,34,42,50,750
3930,4068,15510,15612,34,42,50,743
3930,4068,15606,15714,34,42,50,737
4062,4200,15510,15612,34,42,50,744
4062,4200,15606,15714,34,42,50,738
